FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF01411.22	6	32	8	12	15	40	8	9	9	12	20	19	29	33	47	25	31	81	62	50	37	52	51	31	46	36	30	41	46	31
PF07973.17	9	46	9	14	31	53	13	13	13	24	32	30	55	76	84	49	74	152	82	109	89	74	93	65	82	74	66	83	97	51
PF02272.22	11	52	13	23	26	66	16	19	15	19	37	30	62	75	96	54	63	141	132	100	101	109	88	63	95	61	46	66	116	53
PF13145.9	2	3	0	1	2	2	4	1	2	1	0	1	2	2	7	0	4	0	4	4	3	0	3	4	1	1	1	1	2	2
PF01596.20	0	2	0	0	0	2	1	1	0	3	1	2	8	8	5	2	6	4	5	5	3	2	0	1	13	2	1	3	1	0
PF08439.13	1	1	0	1	3	3	2	1	0	2	0	0	14	2	2	7	6	2	7	5	3	30	8	4	17	7	11	18	17	8
PF01432.23	5	4	2	3	8	5	3	9	5	12	18	11	26	3	18	21	24	26	10	16	13	65	26	36	41	15	19	43	49	17
PF06054.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	0	7	0	0	0	0	0	0	0	0	0
PF01027.23	2	1	1	5	0	6	4	6	4	3	1	2	15	1	1	3	4	5	16	3	1	14	2	7	1	2	0	3	1	2
PF01966.25	55	237	7	104	75	301	65	73	41	103	65	75	306	199	179	145	110	260	399	170	153	336	191	161	324	173	159	258	181	191
PF04892.15	0	2	1	1	2	4	1	0	0	2	0	0	7	19	13	9	21	31	20	14	11	26	9	6	13	5	8	19	11	5
PF01264.24	0	1	0	3	1	6	1	3	3	2	3	0	3	12	5	5	2	14	14	7	11	1	5	6	4	1	4	0	8	4
PF06335.15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04657.16	0	0	2	0	2	0	0	0	2	0	0	0	1	0	5	0	2	1	12	2	8	0	1	0	0	1	0	0	4	0
PF01761.23	3	2	3	0	2	5	3	4	0	4	1	2	4	9	7	3	12	17	18	13	14	17	4	4	10	3	5	10	10	6
PF09335.14	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	5	2	7	4	3	5	2	2	1	0	1	2	4	6	3
PF00497.23	3	5	4	10	5	5	5	7	4	4	5	14	54	38	32	31	53	76	88	72	66	74	49	25	39	20	32	42	45	42
PF02874.26	140	196	24	235	123	343	130	168	74	169	142	175	358	141	191	194	108	171	528	128	143	540	222	237	782	293	264	438	155	211
PF00006.28	148	211	26	246	136	357	134	180	80	185	149	184	372	166	212	209	124	203	559	156	167	562	249	268	811	299	279	455	175	225
PF00306.30	51	77	6	59	40	112	41	70	29	73	42	62	105	52	51	47	16	39	177	24	40	138	83	77	193	68	66	103	37	61
PF00213.21	4	33	3	15	7	24	4	10	6	9	7	17	58	18	17	18	8	21	45	5	10	24	44	38	52	23	20	33	18	20
PF00119.23	8	22	3	5	11	20	7	5	4	8	10	12	56	10	14	10	3	13	161	11	12	106	22	25	37	18	19	46	13	11
PF01694.25	0	3	1	1	0	4	0	1	2	2	2	1	1	8	5	2	7	12	12	10	7	11	2	4	6	4	3	5	6	2
PF01592.19	1	3	0	1	4	3	1	0	1	7	0	4	71	19	17	8	15	11	22	4	3	35	15	6	49	10	9	100	48	25
PF13527.10	1	4	1	2	1	7	1	3	4	2	2	2	14	4	12	7	8	7	15	16	8	10	5	2	19	13	1	10	15	3
PF17668.4	0	0	0	0	1	0	0	0	3	1	1	1	8	1	0	0	2	0	8	5	1	1	0	0	13	7	1	0	0	0
PF04997.15	28	105	9	82	66	139	42	66	30	56	67	79	116	95	114	117	112	159	188	140	81	180	113	119	158	93	77	179	116	80
PF00623.23	41	191	12	123	115	230	57	94	43	89	115	137	188	173	212	205	208	292	299	244	155	307	205	220	269	171	140	276	216	138
PF04983.21	27	106	9	80	67	138	42	65	31	56	68	80	116	96	114	116	112	159	187	139	81	181	113	119	163	93	78	180	116	80
PF05000.20	27	106	9	80	67	138	42	65	31	55	68	80	116	97	113	118	113	160	187	139	82	181	113	119	163	92	78	180	116	80
PF04998.20	27	107	9	86	68	139	46	67	32	58	71	81	118	97	113	121	115	159	188	140	82	182	113	120	165	92	79	180	120	80
PF19200.3	0	0	0	1	0	3	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	4	0	1	1	0	0
PF05913.14	0	0	0	1	0	3	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	4	0	1	1	0	0
PF04563.18	30	92	8	53	78	123	39	43	27	58	70	64	147	87	103	85	94	149	227	97	93	184	135	89	129	72	74	209	110	63
PF04561.17	56	170	16	100	152	227	70	71	47	82	135	103	259	166	182	159	169	293	423	181	170	356	264	169	165	124	127	404	213	124
PF04565.19	30	92	8	53	78	123	39	43	27	58	70	64	147	88	102	85	93	149	227	96	93	184	135	89	128	71	75	209	110	63
PF10385.12	30	92	8	53	78	123	39	43	27	58	70	64	147	88	102	85	93	149	227	96	91	183	135	89	128	72	76	209	110	63
PF00562.31	31	93	8	56	78	124	41	44	27	59	70	65	147	88	105	88	93	152	227	96	95	184	135	91	132	73	76	209	110	65
PF04560.23	31	93	8	56	78	124	41	43	27	59	69	65	145	88	105	83	93	152	221	96	96	184	135	90	131	73	76	206	110	65
PF05649.16	5	4	2	3	8	0	3	5	4	8	7	10	3	3	9	13	14	30	7	13	10	31	7	25	3	10	4	5	11	2
PF01431.24	5	4	2	3	8	0	3	5	4	8	7	10	3	3	9	13	14	30	7	13	10	31	7	25	3	10	4	5	11	2
PF01943.20	0	9	2	0	1	8	0	3	2	1	4	3	14	21	24	19	20	61	62	41	25	46	18	11	18	12	13	20	40	16
PF14667.9	1	7	2	2	1	5	0	4	2	1	4	4	10	23	25	22	20	62	54	36	26	49	21	16	15	12	14	27	38	16
PF01368.23	5	25	5	15	16	32	14	17	9	8	18	18	41	48	57	41	48	68	84	63	76	71	40	38	73	36	21	35	83	27
PF02833.17	0	5	0	3	5	4	6	7	3	1	1	7	4	3	3	12	10	5	11	10	9	8	2	4	19	10	5	6	2	2
PF01595.23	3	8	6	5	14	15	5	3	2	9	8	16	28	18	19	17	24	48	58	31	19	46	35	18	13	9	17	45	42	13
PF00571.31	17	81	10	41	65	86	55	60	35	72	77	105	151	91	133	139	127	231	319	163	132	209	153	103	211	68	98	189	167	72
PF03471.20	3	8	6	5	14	15	5	4	2	9	9	16	29	18	20	18	25	50	59	30	20	46	36	18	13	9	18	46	43	15
PF17760.4	0	9	5	6	8	28	3	3	3	3	11	3	16	25	49	21	61	69	20	43	62	25	32	15	21	20	16	22	51	18
PF17755.4	0	9	5	6	8	28	3	3	3	3	11	3	16	26	50	27	66	73	23	47	59	27	33	15	30	21	16	26	55	18
PF04263.19	1	2	0	1	1	3	1	0	0	1	1	1	3	2	5	4	5	7	1	13	10	6	4	4	6	2	3	2	4	2
PF04265.17	1	2	0	1	1	3	1	0	0	1	1	1	3	2	6	4	5	7	0	14	10	4	4	3	5	2	3	2	4	2
PF00582.29	2	2	1	1	11	1	0	3	1	4	4	10	11	0	3	8	2	7	30	7	3	34	13	17	6	4	3	11	11	1
PF19300.2	3	7	0	1	4	8	3	7	6	4	2	3	31	18	14	13	10	36	85	31	18	55	14	11	18	5	9	27	14	10
PF08352.15	10	29	19	19	21	44	13	18	13	28	19	40	125	52	42	34	37	80	111	83	63	96	41	23	94	30	46	58	51	43
PF01134.25	0	13	2	2	4	6	1	3	2	5	6	7	14	22	25	10	25	43	17	24	28	11	16	10	13	15	11	19	26	2
PF13932.9	0	13	1	1	4	5	1	3	2	4	5	6	11	21	22	9	20	41	12	21	21	8	16	9	10	9	9	14	25	2
PF01406.22	3	10	0	2	10	3	6	5	2	6	7	14	12	11	23	19	17	32	16	22	23	14	13	8	15	13	6	11	22	10
PF09190.14	3	10	0	2	10	3	6	5	2	5	7	14	10	9	19	13	16	25	13	18	16	9	13	7	11	8	5	8	17	8
PF01138.24	18	48	8	38	52	83	23	38	19	42	58	34	71	128	140	114	133	221	220	160	135	150	123	108	92	166	99	142	140	74
PF03725.18	14	29	6	25	44	52	15	28	14	31	52	31	50	102	122	92	118	182	170	127	100	101	96	83	62	147	87	84	114	46
PF03726.17	9	24	3	15	21	32	9	18	9	18	25	16	33	58	64	48	57	92	101	63	43	67	57	52	41	70	38	59	58	32
PF00013.32	50	156	11	91	81	204	68	72	40	96	79	67	187	143	154	144	118	194	302	137	121	228	164	161	261	201	147	218	149	154
PF00575.26	149	541	29	344	486	657	158	219	118	341	356	248	979	450	463	433	367	577	865	433	403	943	743	774	668	462	389	1059	459	418
PF00009.30	345	862	84	763	537	1164	413	529	338	639	534	691	2334	551	789	712	457	664	2545	569	545	2555	1016	864	1627	1007	789	2749	626	786
PF03144.28	325	807	62	736	482	1110	398	492	305	581	463	567	2254	446	626	579	298	364	2410	425	369	2451	912	744	1489	941	730	2617	466	717
PF03143.20	197	468	41	446	275	617	231	315	205	370	279	368	1616	231	310	343	119	104	1763	174	159	1907	507	469	993	588	463	1919	227	414
PF00133.25	13	63	6	37	46	79	35	31	21	34	55	64	97	95	158	97	160	226	188	185	178	130	126	109	141	147	103	146	159	78
PF08264.16	16	63	7	37	44	83	40	33	22	30	56	63	101	103	167	100	167	236	196	193	179	133	130	114	142	145	103	152	161	83
PF06827.17	0	1	1	1	1	3	1	6	2	1	4	3	1	6	8	9	18	17	21	15	16	9	2	6	8	9	10	10	17	8
PF00091.28	6	28	2	11	12	37	18	14	14	20	12	13	44	16	24	23	13	39	53	25	7	40	25	13	53	7	18	43	21	24
PF12327.11	6	28	2	10	12	37	18	14	14	21	12	13	44	16	24	19	12	27	52	20	7	40	25	13	56	8	18	42	21	24
PF00126.30	1	8	0	10	1	11	4	6	2	5	3	1	38	54	48	53	73	99	42	67	83	29	19	7	15	22	8	43	42	17
PF03466.23	1	8	0	11	1	11	5	5	1	4	3	1	35	55	49	51	71	101	43	67	83	27	20	7	13	21	8	41	43	18
PF04055.24	32	91	21	60	40	130	45	56	31	64	28	41	162	160	209	139	260	372	226	280	281	237	142	112	223	128	122	190	193	106
PF13394.9	4	4	4	4	8	9	3	6	1	7	4	3	8	9	13	7	17	30	18	29	25	21	12	9	12	11	8	15	22	8
PF01029.21	2	11	1	3	4	12	3	8	2	9	1	4	7	12	15	3	11	17	15	15	14	9	11	11	9	7	7	11	15	7
PF01189.20	1	2	2	1	5	3	4	4	1	6	2	1	15	17	23	6	25	25	13	21	20	4	11	10	11	10	11	18	13	5
PF04226.16	0	0	0	0	4	1	0	5	4	1	5	5	0	0	0	17	0	0	31	0	1	13	0	1	1	0	0	1	3	0
PF00551.22	3	18	3	6	0	14	5	6	8	7	8	22	21	26	22	21	22	26	12	22	16	14	14	13	17	7	8	19	21	7
PF02911.21	2	6	1	0	0	7	3	2	3	1	3	7	11	12	14	6	6	21	5	16	11	5	6	4	3	1	3	9	12	2
PF06983.16	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	1	0	1	4	0	0	0	0	0	1	2	0
PF12072.11	41	123	7	72	54	160	56	53	30	74	51	50	151	77	84	84	50	83	190	55	53	151	102	107	215	120	100	146	79	118
PF01182.23	13	82	1	10	9	71	6	15	11	38	21	44	33	9	10	13	11	12	35	11	8	21	4	3	74	6	14	20	14	12
PF00712.22	3	11	0	4	6	13	3	1	2	6	12	8	32	3	11	11	13	17	46	10	9	35	11	6	9	5	2	22	13	9
PF02767.19	3	11	0	4	6	13	3	1	2	6	12	8	32	3	11	11	13	17	46	10	9	35	11	6	9	5	2	22	13	9
PF02768.18	3	11	0	4	6	13	3	1	2	6	12	8	32	3	11	11	13	17	46	10	9	35	11	6	9	5	2	22	14	9
PF01116.23	47	130	10	101	33	177	45	81	33	87	63	114	349	30	79	92	37	58	334	44	41	481	99	107	283	97	85	324	57	108
PF03129.23	20	42	2	32	35	58	20	37	14	44	28	43	89	99	112	74	129	206	96	149	139	121	100	80	116	85	75	120	142	57
PF03477.19	18	56	5	27	7	91	15	18	14	30	18	21	60	51	73	42	44	92	76	67	68	75	51	31	70	34	40	80	75	34
PF14681.9	5	9	2	6	1	7	0	3	3	5	1	3	12	4	8	12	5	9	12	9	5	14	4	5	24	6	5	13	7	1
PF01053.23	0	8	0	5	2	12	3	1	1	5	5	1	50	16	15	27	21	31	29	28	10	45	18	13	34	18	6	32	36	40
PF02646.19	0	0	1	0	0	0	0	0	0	0	0	2	0	1	6	6	9	10	0	4	7	0	5	1	0	1	0	0	2	0
PF16745.8	3	0	0	3	4	4	0	2	2	1	2	3	10	7	6	4	2	14	15	4	6	3	3	7	4	3	3	5	7	2
PF03193.19	3	0	0	4	4	4	0	2	2	1	2	3	11	9	8	5	3	15	15	4	6	3	4	7	4	3	3	5	8	2
PF01588.23	9	23	8	13	17	26	12	18	13	17	15	32	46	34	69	52	53	89	77	72	74	56	59	49	82	32	28	53	73	39
PF03483.20	2	8	4	5	7	6	1	6	3	4	3	7	18	18	30	22	17	49	31	34	39	28	27	27	14	9	13	20	42	22
PF03484.18	2	8	4	5	6	6	1	6	3	4	3	7	17	17	28	22	14	44	30	33	39	27	24	27	13	8	11	19	34	19
PF17759.4	2	8	4	5	6	6	1	6	3	4	3	7	17	17	28	22	14	44	30	33	39	27	24	27	13	8	11	19	34	19
PF03147.17	2	8	4	5	6	6	1	6	3	4	3	7	17	17	28	22	14	43	30	33	38	27	24	27	13	8	11	19	34	19
PF02912.21	3	2	2	1	1	8	1	1	2	2	5	4	10	9	28	9	14	37	17	28	14	18	16	15	7	9	13	7	21	7
PF01409.23	3	2	2	1	1	8	1	1	2	2	5	4	10	9	28	9	13	38	17	28	14	18	16	15	7	9	13	7	21	7
PF02421.21	3	8	1	5	3	10	1	6	0	3	4	3	16	36	76	42	57	111	52	73	61	44	25	11	14	22	22	30	62	16
PF17910.4	3	7	1	3	2	9	1	4	0	3	4	2	15	36	72	41	53	109	52	70	60	44	23	11	13	22	22	30	58	16
PF07670.17	6	15	2	9	6	19	2	10	0	6	8	6	32	73	154	82	117	235	110	149	135	89	49	23	28	44	44	63	123	33
PF07664.15	3	8	1	5	3	9	1	6	0	3	4	3	16	36	76	41	58	111	52	71	64	44	24	11	14	22	22	29	62	16
PF00704.31	1	6	0	5	6	12	3	12	4	1	4	3	11	20	16	15	27	26	23	25	13	13	18	7	13	5	5	14	25	16
PF02839.17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	4	0
PF03067.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01872.20	3	2	1	3	2	2	2	2	3	6	1	4	8	2	6	5	14	12	16	13	18	14	2	1	6	5	4	7	11	1
PF01336.28	14	45	5	28	23	68	23	30	10	32	29	34	107	99	146	83	101	171	151	142	130	146	87	80	104	92	55	121	93	59
PF00152.23	9	38	4	31	21	49	19	31	10	30	26	31	94	80	126	66	94	140	115	111	103	135	76	76	95	86	50	116	87	52
PF02938.17	5	14	2	5	7	13	6	10	1	5	14	14	50	34	42	28	16	44	44	42	33	63	27	30	39	25	13	28	29	22
PF13393.9	0	7	0	2	2	14	1	7	3	6	3	8	25	25	28	13	27	36	26	23	27	20	17	7	19	16	13	11	35	12
PF13413.9	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	3	1	0	2	0	0	1	0	0	2	0	0	0	1	0
PF00675.23	4	26	3	5	7	15	7	10	10	12	14	15	29	13	32	22	33	33	27	25	28	56	39	59	26	9	11	36	41	22
PF05193.24	7	35	6	8	12	18	10	13	15	22	23	23	46	21	49	34	45	50	50	40	38	97	62	100	33	17	17	42	60	26
PF03780.16	6	26	1	10	4	29	2	0	5	4	4	6	26	10	8	10	6	5	45	5	8	19	5	6	20	7	8	30	4	11
PF16363.8	13	50	5	22	23	51	17	14	7	21	18	28	74	32	44	46	32	68	95	52	65	92	47	47	70	29	39	51	72	40
PF10509.12	4	24	7	7	11	18	3	8	5	11	12	39	11	15	10	12	8	21	44	15	35	45	17	34	21	16	8	29	16	14
PF00288.29	6	29	9	9	17	20	5	17	6	13	17	46	21	22	22	25	19	44	65	35	46	47	29	44	24	17	12	34	26	22
PF08544.16	4	26	9	7	16	20	3	11	5	11	15	36	7	15	19	19	8	37	25	28	20	36	24	34	14	7	9	19	23	20
PF01136.22	5	8	1	6	7	18	3	7	3	2	3	3	15	37	41	18	20	51	37	24	25	18	23	13	21	12	12	19	35	14
PF16325.8	3	1	1	1	0	6	1	2	2	1	1	0	5	16	11	8	5	7	9	3	5	6	6	5	3	4	6	13	8	4
PF00687.24	20	50	3	43	44	72	24	16	15	36	29	31	115	36	53	34	16	25	115	33	36	128	97	89	60	39	36	147	42	45
PF01765.22	7	21	7	11	6	18	7	11	6	16	13	19	17	12	15	16	11	21	10	7	8	7	14	15	23	10	11	13	13	20
PF00871.20	4	27	2	21	4	31	9	15	7	23	13	10	69	19	27	22	9	18	77	20	24	84	35	30	67	19	35	57	26	29
PF14492.9	136	339	27	297	223	490	167	188	113	220	220	280	624	226	291	265	203	293	657	240	205	561	400	314	524	347	251	672	247	300
PF00679.27	140	355	33	303	232	507	170	201	117	234	227	291	666	268	382	302	263	392	694	318	282	592	434	341	554	383	281	726	315	316
PF07242.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04397.18	19	19	2	21	11	28	11	12	13	5	7	6	93	153	172	115	213	335	161	195	190	145	72	33	169	123	82	176	149	89
PF00480.23	4	30	1	8	10	29	8	17	13	22	22	36	37	23	31	22	35	53	32	31	61	36	17	16	50	10	17	32	36	16
PF00817.23	2	0	5	2	2	0	3	3	1	3	1	1	14	10	22	16	29	55	22	49	68	8	6	4	13	14	13	9	30	9
PF11798.11	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0
PF11799.11	2	0	5	2	2	0	3	3	1	2	0	1	14	10	21	15	28	55	22	49	68	8	6	4	13	14	13	9	29	9
PF02729.24	1	8	4	9	8	10	5	8	5	8	16	10	17	22	26	23	33	49	32	46	36	34	14	16	27	17	22	12	32	21
PF00185.27	1	8	4	9	8	10	5	8	5	8	16	10	17	22	26	23	33	49	33	46	36	34	14	16	27	17	22	12	32	21
PF01316.24	2	1	0	0	1	1	0	1	0	1	1	3	1	3	3	1	2	10	5	3	1	3	1	3	1	1	0	2	5	3
PF02863.21	2	1	0	0	1	1	0	1	0	1	1	3	1	3	3	1	2	10	5	3	1	3	1	3	1	1	0	2	5	3
PF01225.28	3	15	2	5	8	14	1	7	6	8	9	13	35	26	27	13	28	53	32	41	34	37	28	15	46	13	20	17	32	12
PF02875.24	9	23	4	13	13	22	5	11	9	18	16	19	51	51	61	27	49	96	65	91	63	61	42	27	65	24	32	48	58	40
PF04321.20	1	10	2	3	3	15	2	3	0	2	5	4	13	9	2	6	10	15	11	16	11	14	13	10	15	7	7	15	12	5
PF00230.23	1	7	3	8	1	5	0	2	5	4	0	1	6	1	4	10	5	3	6	2	2	27	2	5	6	4	1	11	4	0
PF18073.4	0	0	1	1	1	6	1	1	0	3	1	2	3	9	9	8	6	17	4	19	18	7	6	8	2	4	4	12	18	4
PF13481.9	1	2	5	1	4	7	2	1	1	5	0	2	11	88	117	120	196	347	17	131	159	16	35	26	13	87	37	15	81	22
PF13541.9	3	3	1	3	2	7	2	1	0	3	1	3	7	19	16	9	11	34	7	36	38	10	9	11	2	6	2	14	25	5
PF01196.22	10	55	2	13	22	74	17	20	13	26	24	24	79	24	21	15	17	12	50	16	10	86	42	38	35	18	26	100	8	35
PF01193.27	23	58	15	30	51	86	35	31	22	48	53	61	183	48	57	43	42	40	159	45	28	148	112	81	106	61	52	253	44	67
PF01000.29	23	58	15	30	51	86	35	31	22	48	53	60	183	48	57	43	42	40	159	45	28	148	112	81	106	61	52	253	44	67
PF03118.18	23	58	15	30	52	86	35	31	22	48	53	60	187	50	62	85	53	123	169	48	31	148	114	81	107	64	54	253	48	67
PF00411.22	12	33	1	35	12	49	15	18	15	26	18	24	73	38	43	25	29	26	85	26	30	47	47	48	73	64	39	71	26	33
PF01176.22	3	2	1	6	7	9	3	5	2	2	2	5	8	8	6	11	6	10	5	8	4	8	7	10	7	6	3	14	5	3
PF13276.9	3	6	7	4	7	9	4	1	4	6	6	4	34	54	80	93	66	144	46	63	23	11	15	3	40	28	21	9	22	13
PF00406.25	3	10	3	5	8	19	11	9	5	8	6	8	23	14	10	12	11	15	20	11	8	20	13	10	42	17	19	33	2	7
PF05191.17	3	9	3	5	8	19	11	7	4	6	4	7	23	14	7	11	4	5	19	9	5	20	12	8	40	15	19	32	2	7
PF00828.22	9	35	5	24	12	42	18	17	14	20	23	23	73	30	21	30	20	19	69	23	17	64	44	40	60	43	34	103	34	33
PF00347.26	38	128	4	116	62	144	58	50	30	54	80	80	116	108	96	78	68	74	68	34	46	70	172	108	218	156	84	134	50	110
PF06480.18	5	8	3	9	7	13	5	13	4	8	8	7	19	27	34	43	30	69	29	35	39	32	28	23	30	34	22	31	53	17
PF17862.4	7	27	5	13	11	29	10	22	10	18	18	21	41	52	53	64	50	113	64	66	62	54	41	35	71	50	40	62	80	26
PF01434.21	7	31	6	16	12	33	11	23	10	18	19	22	43	52	54	64	50	110	64	68	61	54	41	35	71	50	41	62	80	26
PF07650.20	16	64	2	45	41	93	29	27	16	38	31	44	74	55	88	48	46	69	84	60	57	53	108	80	74	99	74	78	46	61
PF00189.23	14	59	1	45	38	86	26	21	13	31	29	41	67	43	74	35	37	52	61	41	41	42	98	76	63	92	69	75	37	52
PF00237.22	9	47	0	38	37	60	16	20	7	17	16	18	41	33	52	27	14	23	26	26	25	18	53	48	41	64	37	31	36	37
PF00573.25	9	38	1	33	36	64	23	22	10	27	24	25	35	24	31	23	23	31	31	24	18	24	53	47	48	58	25	31	28	32
PF14821.9	3	3	1	1	1	7	4	6	1	3	1	3	13	15	13	5	9	12	24	11	9	25	13	10	12	2	3	15	8	9
PF00291.28	9	11	8	13	13	27	11	13	5	16	12	13	75	50	41	32	38	55	61	68	38	81	43	35	77	32	27	52	63	69
PF04239.15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	3	2	1	1	0	0	0	0	0	0	3	0
PF01243.23	1	0	0	1	0	1	0	0	0	1	1	1	0	1	5	7	3	11	18	8	9	13	4	0	1	4	5	7	12	4
PF14480.9	6	16	1	6	2	16	1	3	1	6	2	4	12	29	33	25	18	37	20	34	20	10	13	6	9	8	7	22	23	10
PF11490.11	3	1	1	5	2	3	1	0	1	2	1	3	0	14	9	7	2	19	2	11	7	6	5	2	2	3	2	8	3	6
PF02811.22	18	44	2	12	17	50	9	16	9	21	12	19	53	84	131	84	97	230	95	108	109	67	53	35	57	44	30	62	89	36
PF00929.27	6	18	3	7	15	25	1	7	1	10	7	8	31	39	57	44	36	70	47	57	45	22	33	14	15	21	17	36	44	11
PF07733.15	17	47	2	13	11	62	6	11	4	20	14	19	49	86	145	89	95	224	83	120	115	41	49	32	45	43	29	48	72	29
PF17657.4	13	31	2	9	9	43	6	9	4	15	11	14	36	67	104	59	65	165	66	94	94	31	37	28	38	34	22	42	67	27
PF14579.9	13	31	2	9	9	42	6	9	4	14	11	13	36	65	98	56	63	132	65	93	83	31	37	27	36	32	22	41	67	27
PF02852.25	8	19	6	12	11	27	6	8	8	13	9	10	23	15	21	19	18	29	30	23	20	19	14	15	14	24	13	11	26	14
PF04073.18	2	3	0	4	1	1	2	3	0	3	0	4	9	17	8	7	5	16	7	23	24	12	4	3	12	3	5	8	15	11
PF02163.25	8	33	4	9	7	38	8	12	7	16	13	6	22	46	51	38	56	91	53	81	50	30	43	25	35	18	14	38	37	29
PF17820.4	1	13	1	4	5	17	2	4	3	10	8	2	12	27	29	22	39	62	25	32	27	24	32	28	19	8	7	20	38	21
PF02739.19	1	10	1	9	6	4	3	8	4	5	6	15	12	21	20	14	25	41	22	39	38	16	17	16	35	17	9	12	29	20
PF01367.23	1	10	1	9	6	4	3	8	4	5	6	15	11	21	20	13	25	41	22	39	37	16	17	16	35	18	9	12	30	20
PF00476.23	1	10	2	8	7	4	3	8	4	5	6	15	12	90	94	31	96	91	28	98	110	22	27	16	38	43	29	17	82	29
PF01527.23	4	5	3	4	1	8	3	4	7	6	5	2	15	35	42	38	42	82	29	29	11	14	12	8	18	23	13	27	19	6
PF00889.22	8	47	4	21	38	54	17	18	10	33	28	35	54	36	35	20	17	31	61	25	30	98	60	50	49	46	33	131	33	50
PF00318.23	7	28	2	30	18	55	19	16	8	23	20	37	97	42	60	39	31	52	52	40	30	83	59	47	57	65	59	131	41	70
PF00465.22	16	44	4	30	11	51	23	16	14	26	18	35	95	26	51	48	36	56	123	46	53	84	26	40	53	42	31	93	33	26
PF13180.9	6	24	5	14	9	30	7	18	11	8	6	10	32	35	32	27	28	34	60	56	40	25	32	16	23	12	14	29	25	19
PF05362.16	3	15	0	10	5	21	5	7	5	15	9	7	17	17	25	15	15	19	12	34	28	13	17	9	25	14	12	14	22	6
PF00342.22	12	29	3	19	14	38	14	22	13	32	21	25	150	17	35	45	20	34	151	23	28	115	31	49	90	38	28	83	34	30
PF10458.12	0	8	1	7	9	12	7	8	5	6	7	13	13	31	48	33	40	73	37	48	44	17	28	26	15	26	16	34	53	14
PF01938.23	1	3	2	1	6	9	6	4	3	3	4	5	12	17	26	20	26	34	15	34	33	10	12	10	12	3	12	23	25	15
PF05958.14	1	2	0	2	5	16	1	5	3	5	4	5	20	35	36	15	20	48	28	45	35	6	17	5	24	10	7	25	43	17
PF01418.20	5	11	0	5	3	17	3	6	5	3	5	5	16	11	14	10	6	20	27	8	12	7	9	5	9	7	4	13	15	5
PF01380.25	32	90	1	35	19	113	15	33	16	25	22	25	64	42	59	33	37	77	103	38	48	105	63	43	70	43	28	94	58	45
PF02673.21	1	3	0	2	1	3	0	0	2	2	0	2	2	4	8	2	7	10	19	9	5	15	1	5	1	2	2	16	12	1
PF13177.9	5	38	3	18	7	22	8	7	4	12	4	13	20	28	26	18	22	60	48	34	35	40	25	17	26	12	13	35	30	14
PF03951.22	1	13	1	5	3	10	5	7	0	6	3	4	45	19	41	22	17	36	36	32	22	135	19	14	58	16	12	17	25	20
PF00120.27	2	17	3	11	5	18	14	19	3	12	8	11	339	51	108	51	64	99	61	90	61	646	67	43	488	139	109	37	150	104
PF01330.24	2	2	0	0	2	2	0	0	0	3	0	2	3	7	5	2	4	9	5	6	5	7	3	5	3	0	1	3	2	8
PF14520.9	2	34	3	5	6	39	6	5	1	7	7	5	14	37	40	26	33	67	31	54	33	19	31	23	16	13	10	21	50	17
PF07499.16	2	2	0	0	2	2	0	0	0	1	0	2	3	7	5	2	4	8	4	6	5	7	3	5	3	0	1	3	2	8
PF01624.23	10	6	16	37	90	8	17	81	9	13	24	39	20	75	152	60	193	261	46	88	71	16	41	10	15	65	49	12	62	16
PF05188.20	0	5	3	3	6	8	6	0	0	6	4	5	12	24	27	13	35	57	22	35	30	14	22	9	11	11	5	9	21	7
PF05192.21	0	5	3	3	6	8	6	0	0	6	4	6	13	24	27	13	36	57	22	37	30	15	26	9	12	12	5	9	24	7
PF05190.21	0	5	3	3	6	8	6	0	0	6	4	6	13	24	27	13	35	57	22	37	30	14	22	9	12	12	5	9	21	7
