"Feature ID"	Log_Ratio_Classification
"Turicibacter sp001543345|PF04563.18"	Denominator
"UBA1066 sp900314565|PF04563.18"	Denominator
"UBA1067 sp900320855|PF04563.18"	Denominator
"UBA10677 sp900543755|PF04563.18"	Denominator
"UBA11361 sp005881495|PF04563.18"	Denominator
"UBA11524 sp000437595|PF04563.18"	Denominator
"UBA1195 sp902774175|PF04563.18"	Denominator
"UBA12178 sp003538775|PF04563.18"	Denominator
"UBA1248 sp902762505|PF04563.18"	Denominator
"UBA12532 sp011048115|PF04563.18"	Denominator
"UBA1258 sp900100895|PF04563.18"	Denominator
"UBA1259 sp900320065|PF04563.18"	Denominator
"UBA1394 sp900066845|PF04563.18"	Denominator
"UBA1551 sp001871075|PF04563.18"	Denominator
"UBA1711 sp900317125|PF04563.18"	Denominator
"UBA1924 sp009827215|PF04563.18"	Denominator
"UBA2135 sp002327685|PF04563.18"	Denominator
"UBA2466 sp900299195|PF04563.18"	Denominator
"UBA3206 sp002363705|PF04563.18"	Denominator
"UBA3263 sp001689615|PF04563.18"	Denominator
"UBA3282 sp003611805|PF02275.21"	Numerator
"UBA3282 sp003611805|PF04563.18"	Denominator
"UBA3402 sp003478355|PF04563.18"	Denominator
"UBA3569 sp002375895|PF04563.18"	Denominator
"UBA3789 sp002369415|PF04563.18"	Denominator
"UBA3789 sp902780585|PF04563.18"	Denominator
"UBA3947 sp006351925|PF04563.18"	Denominator
"UBA4285 sp902775895|PF04563.18"	Denominator
"UBA4292 sp902790095|PF04563.18"	Denominator
"UBA4421 sp003230835|PF04563.18"	Denominator
"UBA4802 sp011332585|PF04563.18"	Denominator
"UBA5026 sp900546745|PF04563.18"	Denominator
"UBA5348 sp002411005|PF04563.18"	Denominator
"UBA5734 sp002419365|PF04563.18"	Denominator
"UBA5905 sp002437905|PF04563.18"	Denominator
"UBA6100 sp009668945|PF04563.18"	Denominator
"UBA6382 sp002439755|PF04563.18"	Denominator
"UBA6382 sp900316315|PF04563.18"	Denominator
"UBA644 sp002299265|PF04563.18"	Denominator
"UBA6448 sp012799635|PF04563.18"	Denominator
"UBA6857 sp902792985|PF04563.18"	Denominator
"UBA6985 sp900314465|PF04563.18"	Denominator
"UBA7050 sp003979345|PF04563.18"	Denominator
"UBA7173 sp002491305|PF04563.18"	Denominator
"UBA7173 sp004102805|PF04563.18"	Denominator
"UBA7477 sp001940995|PF02275.21"	Numerator
"UBA7805 sp002168195|PF02275.21"	Numerator
"UBA7930 sp003453535|PF04563.18"	Denominator
"UBA8087 sp002862305|PF04563.18"	Denominator
"UBA8158 sp003449595|PF02275.21"	Numerator
"UBA8260 sp003142035|PF04563.18"	Denominator
"UBA8498 sp001773385|PF04563.18"	Denominator
"UBA876 sp011049425|PF04563.18"	Denominator
"UBA927 sp002430725|PF04563.18"	Denominator
"UBA929 sp009782475|PF04563.18"	Denominator
"UBA935 sp009787745|PF04563.18"	Denominator
"UBA9414 sp003458885|PF04563.18"	Denominator
"UBA946 sp009777725|PF04563.18"	Denominator
"UBA961 sp009919265|PF04563.18"	Denominator
"UBA9634 sp001799565|PF04563.18"	Denominator
"UBA9936 sp001774105|PF04563.18"	Denominator
"UMGS1071 sp900548305|PF04563.18"	Denominator
"UMGS1375 sp900066615|PF04563.18"	Denominator
"UMGS1449 sp902797995|PF04563.18"	Denominator
"UMGS1490 sp900548185|PF04563.18"	Denominator
"UMGS1994 sp900553945|PF04563.18"	Denominator
"UMGS263 sp900540535|PF04563.18"	Denominator
"UMGS872 sp900546275|PF02275.21"	Numerator
"UMGS872 sp900546275|PF04563.18"	Denominator
"V9D3004 sp000621985|PF04563.18"	Denominator
"VAYN01 sp005885405|PF04563.18"	Denominator
"VMFR01 sp007376135|PF04563.18"	Denominator
"VMGA01 sp007376345|PF04563.18"	Denominator
"VUNA01 sp002299625|PF04563.18"	Denominator
"VXMT01 sp009840945|PF04563.18"	Denominator
"VYCW01 sp009842325|PF04563.18"	Denominator
"Vagococcus silagei|PF04563.18"	Denominator
"Vagococcus vulneris|PF04563.18"	Denominator
"Vagococcus_D fessus|PF02275.21"	Numerator
"Veillonella_A sp000431435|PF04563.18"	Denominator
"Velocimicrobium ethanolgignens|PF04563.18"	Denominator
"Velocimicrobium porci|PF04563.18"	Denominator
"Ventrimonas sp003481825|PF04563.18"	Denominator
"Ventrimonas sp003611875|PF02275.21"	Numerator
"Ventrimonas sp003611875|PF04563.18"	Denominator
"Ventrisoma faecale|PF04563.18"	Denominator
"Vibrio mediterranei|PF02275.21"	Numerator
"Vogesella indigofera|PF04563.18"	Denominator
"WH-5701 sp000153045|PF04563.18"	Denominator
"WQUU01 sp009781925|PF04563.18"	Denominator
"WRAF01 sp009783515|PF04563.18"	Denominator
"WRAH01 sp009788085|PF04563.18"	Denominator
"WRFX01 sp009787445|PF04563.18"	Denominator
"WRJI01 sp009782825|PF04563.18"	Denominator
"WRLJ01 sp009777685|PF04563.18"	Denominator
"Waddlia chondrophila|PF04563.18"	Denominator
"Weimeria bifida|PF04563.18"	Denominator
"Weimeria sp900100095|PF04563.18"	Denominator
"Weissella cibaria|PF04563.18"	Denominator
"Weissella soli|PF04563.18"	Denominator
"Wenzhouxiangella sp010499265|PF04563.18"	Denominator
"Westeberhardia cardiocondylae|PF04563.18"	Denominator
"XBB1006 sp900115795|PF04563.18"	Denominator
"XBB2008 sp900102235|PF04563.18"	Denominator
"XBD2001 sp900116395|PF04563.18"	Denominator
"Xanthomonas campestris|PF04563.18"	Denominator
"Xylanimonas cellulosilytica|PF04563.18"	Denominator
"ZJ141 sp011038965|PF04563.18"	Denominator
"Zhongshania aliphaticivorans|PF04563.18"	Denominator
